Gene_acc,Gene_id,logFC,logCPM,log_PValue,Desc
5951,Tb927.6.1420,0.112475942,4.924370128,2.010790759,Uncharacterised protein family (UPF0220)  putative
5952,Tb927.4.780,0.157007151,4.641255977,2.007319766,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y  putative
5953,KS17gene_5068a,-0.121604029,4.850371109,2.006413529,none
5954,Tb927.5.3190,-0.121935531,4.615598474,2.005808321,hypothetical protein  conserved
5955,Tb927.9.15010,-0.104417793,5.543902147,2.004906358,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit  putative
5956,Tb927.4.850,0.110790466,5.00161314,2.004095929,hypothetical protein  conserved
5957,KS17gene_3433a,0.177140618,3.378919981,2.004133912,none
5958,Tb927.11.17010,-0.103173378,5.313778797,2.003277294,Rab5-interacting protein (Rab5ip)  putative
5959,Tb927.1.1400,-0.226378993,3.070811324,2.003348817,Overproducer of inositol protein 10 homolog  putative
5960,KS17gene_1024a,0.20436999,2.966398486,2.002728202,none
5961,Tb927.9.3130,-0.087744777,5.925680161,2.002485933,hypothetical protein  conserved
5962,MSTRG.264,0.256336548,2.325128293,2.002534801,none
5963,KS17gene_850a,-0.242532812,2.834878482,2.00235229,none
5964,Tb927.2.5300,0.206444491,3.501952187,2.001877689,hypothetical protein  conserved
5965,TRY.832,0.176482727,3.599755993,2.001074991,none
5966,Tb927.11.10260,-0.085695118,6.369977105,2.000924507,hypothetical protein  conserved
5967,Tb927.11.10840,-0.10809436,5.255502578,1.999632805,hypothetical protein  conserved
5968,KS17gene_8109a,0.182935315,3.40033198,1.999548903,none
5969,Tb927.10.2840,-0.081704403,7.618905833,1.998669596,ribosomal protein S25  putative
5970,Tb927.6.2130,0.1322229,4.579958474,1.998283312,nuclear movement protein  putative
5971,Tb927.10.13800,0.080313788,7.575139473,1.997875137,hypothetical protein  conserved
5972,Tb927.10.13160,0.123692365,4.911660227,1.996494938,gpi mannosyltransferase 2
5973,Tb11.v5.0202,0.12600157,4.664071602,1.995445617,Protein of unknown function (DUF2419)  putative
5974,Tb927.7.6540,0.869095792,-0.941982179,1.994704615,variant surface glycoprotein (VSG  atypical)  putative
5975,Tb927.11.730,-0.201406265,3.756011462,1.993630003,hypothetical protein
5976,Tb927.11.9620,0.087069963,6.050965237,1.993401392,hypothetical protein  conserved
5977,TRY.100,0.849416956,-0.508243915,1.99315652,none
5978,Tb927.11.16420,-0.122669249,4.952528753,1.991804137,Methyltransferase TYW3  putative
5979,KS17gene_8531a,0.153124242,3.842199669,1.991648863,none
5980,Tb927.8.3410,-0.128540323,5.450371836,1.991268384,Inositol hexakisphosphate  putative
5981,TRY.418,0.332845076,1.59553234,1.991183735,none
5982,Tb927.11.10080,-0.143623875,4.672500445,1.990880596,LSU ribosomal protein  mitochondrial  putative
5983,Tb927.3.2440,-0.12385661,4.740923656,1.990313617,AGC essential kinase 1
5984,KS17gene_4063a,0.114830352,4.79524063,1.990375836,none
5985,Tb927.11.14600,0.156125692,5.199169543,1.989011233,procyclin-associated gene 2-like protein  putative
5986,Tb11.v5.0179,0.124774286,4.419080267,1.988723782,hypothetical protein  conserved
5987,Tb927_06_v4.snoRNA.0026,0.328652359,1.407750791,1.987669103,H/ACA-like snoRNA
5988,Tb927.10.13690,0.13260798,4.507353284,1.987283253,hypothetical protein  conserved
5989,Tb927.2.5230,-0.113222377,4.815918399,1.986963857,CAMK family pseudokinase  putative
5990,Tb927.3.4540,0.102534241,5.475149723,1.985861588,NOL1/NOP2/sun family  putative
5991,Tb927.11.5260,0.086942227,5.741130392,1.985393293,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein  putative
5992,Tb927.11.5780,0.079864765,6.589192971,1.984909879,DNA-directed RNA polymerase  mitochondrial
5993,Tb927.4.4210,-0.095690416,6.612794243,1.984974333,ATP-dependent zinc metalloprotease AFG3-like  putative
5994,TRY.984,0.124117456,4.69128949,1.983983053,none
5995,Tb927_09_v4.snoRNA.0046,0.232772505,3.001239838,1.983268975,H/ACA-like snoRNA
5996,Tb927.10.2140,-0.089121465,6.21937036,1.982548632,mitochondrial processing peptidase alpha subunit (pseudogene)  putative
5997,KS17gene_6299a,0.178943499,3.545771136,1.981705871,none
5998,Tb927.9.9030,0.092184779,6.320919464,1.981773424,hypothetical protein  conserved
5999,Tb927.2.4340,-0.130344726,4.438917376,1.980254057,hypothetical protein  conserved
6000,Tb927.5.1760,-0.100779239,5.527091288,1.980032232,Isoprenylcysteine alpha-carbonyl methylesterase  putative
6001,Tb927.9.2340,-0.469097627,0.89578874,1.980033522,tRNA Selenocysteine
6002,Tb11.v5.0206,0.153090844,4.190671651,1.980092326,phosphatidylinositolN-acetylglucosaminyltransferase  putative
6003,Tb427VSG-329,0.537444856,0.131517011,1.979038333,none
6004,Tb927.9.3000,0.135286393,4.548338017,1.978746119,cytidine deaminase
6005,KS17gene_1435a,0.165059185,4.25735312,1.978228469,none
6006,Tb927.11.18610,-0.511012052,-0.156352072,1.976646023,retrotransposon hot spot protein (RHS  pseudogene)  putative
6007,Tb927.8.1340,-0.086547847,9.385670213,1.976714697,60S ribosomal protein L7a  putative
6008,Tb11.v5.0769,0.104248913,5.025853895,1.976276264,variant surface glycoprotein (VSG)  putative
6009,Tb927.11.5680,0.125730542,6.097892854,1.975528215,dynein light chain 1  axonemal
6010,Tb927.10.11750,-0.113383255,4.719397578,1.975111773,hypothetical protein  conserved
6011,Tb927.6.3310,0.083360172,6.283222409,1.974968179,cysteine peptidase  Clan CA  family C2  putative
6012,Tb927.8.5330,0.102059924,5.887967137,1.973804999,tyrosyl/methionyl-tRNA synthetase  putative
6013,Tb927.6.690,-0.172647209,3.942744976,1.973720742,hypothetical protein  conserved
6014,Tb927.9.16630,-0.310254849,1.55980991,1.973537472,variant surface glycoprotein (VSG  pseudogene)  putative
6015,Tb927.8.2230,-0.112812727,4.776188639,1.973350137,Checkpoint protein HUS1  putative
6016,Tb927.8.5370,-0.132090709,4.721391075,1.971493682,hypothetical protein  conserved
6017,MSTRG.513,-0.150627001,3.794849331,1.970627711,none
6018,Tb927.10.11880,0.08435201,7.087582642,1.970133847,hypothetical protein  conserved
6019,Tb927.8.5360,-0.180563099,3.189125016,1.969810284,hypothetical protein  conserved
6020,Tb427VSG-7308,0.254524025,2.545581299,1.969442041,none
6021,KS17gene_1650a,0.301427948,1.471742924,1.968876108,none
6022,Tb927.10.8330,-0.149234598,3.816831973,1.968896946,S. cerevisiae PSP1 homologue  putative
6023,Tb927.8.5840,0.12673464,4.678891082,1.967886657,hypothetical protein  conserved
6024,KS17gene_8384a,-0.127868386,4.621210158,1.967077183,none
6025,Tb927.11.4970,0.090430019,5.747808263,1.96670741,predicted WD40 repeat protein
6026,KS17gene_5092a,0.176412942,3.935238734,1.966711351,none
6027,Tb11.v5.0262,-0.091731354,6.019911291,1.965863958,hypothetical protein  conserved
6028,Tb927.10.10800,0.094556732,5.265337405,1.965692691,palmitoyl acyltransferase 2  putative
6029,Tb11.0845,-0.081481891,7.120594821,1.965616437,dynein light chain LC8  putative
6030,Tb927_09_v4.snoRNA.0040,0.256632937,2.328460346,1.964818616,C/D snoRNA
6031,Tb927.10.16010,-0.336769314,2.879882246,1.964541632,hypothetical protein
6032,KS17gene_735a,0.214784441,3.244199826,1.964361031,none
6033,Tb11.1380,0.098706989,5.981264115,1.964118509,hypothetical protein  conserved
6034,Tb927.10.6580,-0.081205727,7.012004844,1.964118734,hypothetical protein
6035,Tb927.3.5460,0.098268014,6.384697724,1.964182562,RNA-binding protein  putative
6036,Tb927.10.14870,-0.119570708,5.520341123,1.963111695,hypothetical protein  conserved
6037,KS17gene_4110a,0.3165988,2.479801257,1.962737072,none
6038,Tb927.6.1510,-0.096389118,5.777501274,1.96193535,lysyl-tRNA synthetase  putative
6039,MSTRG.642,-0.641693311,-0.581846579,1.961541289,none
6040,Tb11.v5.0249,0.143288098,4.251666102,1.961395806,protein kinase  putative
6041,Tb927.11.11630,-0.127899869,4.476984267,1.960412162,LSU ribosomal protein  mitochondrial  putative
6042,Tb927.9.4520,-0.088754087,6.00697823,1.959019144,Mitochondrial-processing peptidase subunit beta
6043,Tb927.3.2475,0.082132432,6.704288585,1.958097312,hypothetical protein
6044,Tb927.7.3590,0.103211727,5.845790211,1.957531081,conserved protein
6045,KS17gene_4275a,0.114102678,4.81317714,1.957364543,none
6046,Tb11.v5.0433,0.092419823,6.474493083,1.957143911,hypothetical protein  conserved
6047,Tb927.4.2560,-0.115339622,4.788735322,1.955981851,cardiolipin synthetase
6048,Tb927.3.2210,0.087871785,6.083345352,1.955767672,KIF-1 binding protein C terminal  putative
6049,Tb927.8.8050,0.082184415,6.333217204,1.955511592,Nucleoporin NUP75
6050,KS17gene_1763a,-0.196777858,3.176758903,1.954155587,none
6051,MSTRG.543,-0.150310205,4.335843601,1.95384228,none
6052,Tb927.3.3920,0.103067085,5.35330424,1.953527674,Aurora kinase 2  putative
6053,Tb927.9.10140,0.086865293,5.876541908,1.95329229,Uncharacterised conserved protein  putative
6054,MSTRG.508,-0.13301677,5.001387332,1.953141318,none
6055,Tb927.2.1080,-0.101763471,6.075811951,1.951963573,retrotransposon hot spot protein 5 (RHS5)  putative
6056,MSTRG.113,0.329099881,1.31385151,1.949404903,none
6057,TRY.700,-0.114495439,5.859456917,1.948252703,none
6058,KS17gene_4371a,-0.235552918,2.544532269,1.947768471,none
6059,MSTRG.80,0.431546005,0.455479954,1.947494936,none
6060,Tb927.9.5690,-0.082013173,7.698468365,1.947231943,60S acidic ribosomal protein  putative
6061,TRY.670,0.491536593,0.079390976,1.946160798,none
6062,Tb927.5.2230,-0.209814055,3.145479831,1.945274818,conserved protein
6063,Tb05.5K5.250,0.235599891,2.436028645,1.94415275,hypothetical protein
6064,Tb927.11.13060,0.082853165,7.058477552,1.943666851,translation-associated element 2  putative
6065,KS17gene_5913a,0.152113795,3.835558255,1.943464848,none
6066,Tb927.11.7180,0.085847019,6.510875527,1.940426695,MORN repeat  putative
6067,Tb427VSG-3259,-0.421889657,0.746710619,1.939587525,none
6068,Tb927.5.4070,0.113435061,5.877108789,1.939183042,PrimPol-like protein 1
6069,Tb927.4.770,0.081155943,6.826521556,1.937389602,ubiquitin-protein ligase  putative
6070,KS17gene_943a,0.1940613,2.832030186,1.937393881,none
6071,Tb927.10.8585,0.199287967,3.531899569,1.937038765,hypothetical protein
6072,Tb927.9.6420,0.094338939,5.419879579,1.937059151,hypothetical protein  conserved
6073,Tb927.11.10360,-0.099006174,5.220699974,1.936871629,hypothetical protein  conserved
6074,Tb927.7.4040,0.0872647,6.207099414,1.936888292,hypothetical protein  conserved
6075,Tb927.11.14820,0.084193285,6.119137455,1.935889011,hypothetical protein  conserved
6076,KS17gene_3330a,-0.240018115,2.384119109,1.934300922,none
6077,TRY.243,-0.225310711,2.593709149,1.93433478,none
6078,Tb927.11.2040,-0.086055641,6.47575088,1.933516052,STE/STE11 serine/threonine-protein kinase  putative
6079,KS17gene_7597a,0.186193782,3.352358594,1.933548995,none
6080,Tb927.10.2780,-0.085402554,6.558473657,1.933558007,DNA-directed RNA polymerase III subunit C1
6081,Tb927.6.4320,0.092830454,7.270728461,1.932930828,Protein of unknown function (DUF2817)  putative
6082,Tb927.3.2890,0.103502645,6.412438658,1.932427897,radial spoke protein RSP10  putative
6083,Tb927.11.1590,0.138493536,4.402600297,1.931435858,hypothetical protein  conserved
6084,Tb927.9.3860,0.084938182,5.768450089,1.931316888,Dyggve-Melchior-Clausen syndrome protein  putative
6085,Tb927.10.12870,-0.076779328,7.180661435,1.92979202,Basal body protein
6086,Tb927.9.15570,-0.2498262,3.051924819,1.929567489,BARP protein
6087,KS17gene_4640a,0.177747516,3.877388896,1.9290576,none
6088,Tb927.10.15700,0.0968364,7.898120455,1.928808667,hypothetical protein  conserved
6089,KS17gene_2778a,0.102059314,6.073889423,1.928852301,none
6090,Tb927.10.14210,0.114908162,5.432456353,1.9279074,TFIIH basal transcription factor subunit
6091,Tb927.8.7050,0.105439776,5.251725342,1.927512837,mu-adaptin 4  putative
6092,Tb927.10.10880,-0.08577257,7.399196849,1.926039936,ATP-binding cassette sub-family F member 1  putative
6093,Tb927.10.14930,-0.100906783,5.855778826,1.925767898,Zinc finger CCCH domain-containing protein 39
6094,Tb927.7.1110,-0.075774557,7.953448626,1.925349875,asparagine synthetase a  putative
6095,Tb927.3.3890,-0.113182717,5.069041489,1.924524948,hypothetical protein  conserved
6096,Tb927.7.5110,0.105218641,5.49691416,1.924543821,hypothetical protein  conserved
6097,MSTRG.813,-0.543414837,-0.430703192,1.923839272,none
6098,TRY.136,-0.131771777,4.236848855,1.923709351,none
6099,TRY.826,-0.131840142,4.833000542,1.923447166,none
6100,Tb927.6.580,0.078935813,6.591054409,1.922148334,hypothetical protein  conserved
6101,Tb927.9.4350,-0.082741912,6.558209058,1.922199819,hypothetical protein  conserved
6102,Tb927.4.950,0.111429486,5.120363958,1.922046611,hypothetical protein  conserved
6103,Tb927.10.4500,-0.110415032,4.82613039,1.921914276,cap guanine-N7 methyltransferase
6104,Tb11.v5.0655,-0.083000048,7.00655034,1.921704946,trypanosome RHS family  putative
6105,Tb927.8.7220,0.087083298,6.034644482,1.921016915,tousled-like kinase II
6106,Tb927.11.10830,-0.124215847,4.909819366,1.920878005,hypothetical protein
6107,Tb927.5.3460,-0.124052917,5.334198877,1.919871461,Flagellum attachment zone protein 16
6108,Tb927.11.12840,-0.097361412,7.495520048,1.917164043,Domain of unknown function (DUF4486)  putative
6109,TRY.547,-0.140554589,4.125926557,1.915556265,none
6110,Tb927.9.2590,0.088754255,7.1442477,1.915441701,hypothetical protein  conserved
6111,Tb927.7.1730,-0.07865976,8.015581835,1.915029056,60S ribosomal protein L7  putative
6112,KS17gene_5858a,-0.139703584,4.387160581,1.91456962,none
6113,KS17gene_1284a,-0.270633888,2.125003204,1.913950657,none
6114,Tb927.11.640,-0.101509919,5.206182871,1.913996896,Pentatricopeptide repeat protein (PPR)  putative
6115,Tb10.v4.0158,-0.712576304,-0.624398585,1.913735322,variant surface glycoprotein (pseudogene)  fragment
6116,KS17gene_4654a,-0.356206308,1.108198352,1.912911233,none
6117,KS17gene_79a,-0.189698343,3.911608414,1.911075591,none
6118,Tb427VSG-625,0.434856982,0.671466368,1.911130944,none
6119,Tb927.4.190,0.091780544,6.854178885,1.910373843,retrotransposon hot spot protein (RHS  pseudogene)  putative
6120,TRY.230,-0.367214678,0.925508966,1.910430227,none
6121,Tb927.11.320,0.105866204,5.722781039,1.909746816,dynein light chain 1  putative
6122,MSTRG.299,-0.340811391,1.146708451,1.909417404,none
6123,Tb927.10.1440,-0.097836738,5.344627297,1.905984158,hypothetical protein  conserved
6124,Tb927.9.7480,-0.08133911,6.346416255,1.905724987,hypothetical protein  conserved
6125,Tb10.v4.0038,0.100031008,5.065058856,1.905509133,chrX additional  unordered contigs
6126,Tb927.9.17550,-0.389252124,0.733382552,1.905085172,variant surface glycoprotein (VSG  pseudogene)  putative
6127,KS17gene_3497a,-0.109468342,4.916387446,1.904638202,none
6128,Tb927.10.15270,-0.145536922,4.74058404,1.904697394,metallo- peptidase  Clan MG  Family M24
6129,TRY.640,-0.207678781,3.607719048,1.904179627,none
6130,MSTRG.277,0.397388124,1.20135557,1.902754933,none
6131,Tb927.11.12150,0.100816893,7.228018149,1.902294002,flagellar pocket cytoskeletal protein bilbo1
6132,Tb927.6.4280,0.090289384,11.02131577,1.902188355,glyceraldehyde 3-phosphate dehydrogenase  glycosomal
6133,Tb927.11.7460,0.081210611,8.773001161,1.902102746,luminal binding protein 1 (BiP)  putative
6134,Tb927.3.1350,-0.130080663,6.182031159,1.899022532,hypothetical protein  conserved
6135,L25589Trypanosoma-brucei-organelle-L25589,-0.775542648,-0.858357521,1.898631499,none
6136,Tb927.8.3600,0.137845971,4.091060578,1.898670921,hypothetical protein  conserved
6137,Tb927.9.12310,0.084338454,6.397171145,1.896947816,hypothetical protein  conserved
6138,KS17gene_6787a,0.231412313,2.824032056,1.896666134,none
6139,MSTRG.447,0.456379301,0.413963945,1.896113873,none
6140,Tb927.3.3780,-0.073064699,8.20579533,1.893686057,tryparedoxin 1a  putative
6141,Tb927.9.12380,0.09069972,5.855703681,1.893072932,Histidine phosphatase superfamily (branch 1)  putative
6142,KS17gene_6583a,0.226858624,2.407761732,1.893109926,none
6143,KS17gene_3552a,-0.129535765,4.778405609,1.893179809,none
6144,MSTRG.402,-0.322846853,1.179181294,1.892399089,none
6145,Tb927.9.11560,0.087258278,6.917081157,1.891634689,hypothetical protein  conserved
6146,Tb927.8.3710,-0.080838598,6.536193163,1.890891007,3'-5' exonuclease
6147,KS17gene_1385a,0.340295898,1.036305378,1.890758425,none
6148,Tb927.5.2800,0.081223284,6.751642241,1.890640637,Beta-lactamase superfamily domain containing protein  putative
6149,Tb927.6.3190,0.10811279,5.773034885,1.890238563,hypothetical protein  conserved
6150,Tb927.10.12690,0.08535584,5.855505289,1.890099812,hypothetical protein  conserved
6151,Tb927.6.3240,0.082177052,7.054946642,1.889893083,hypothetical protein  conserved
6152,Tb11.v5.0440,-0.135940575,4.166120766,1.889665602,hypothetical protein  conserved
6153,Tb927.1.3940,0.075254275,6.845640566,1.889305354,hypothetical protein  conserved
6154,Tb11.v5.0379,-0.187013661,3.104925979,1.88710977,receptor-type adenylate cyclase GRESAG 4  putative
6155,KS17gene_422a,0.187298009,3.006663551,1.887177362,none
6156,Tb05.5K5.130,-0.08522418,7.465794918,1.886942969,paraflagellar rod component par4  putative
6157,KS17gene_3467a,-0.261784269,2.101644781,1.886725673,none
6158,Tb4.NT.45,0.367030155,1.095270538,1.886764783,Noncoding RNA  putative
6159,Tb927.8.1840,0.077663968,8.155038945,1.886430165,Sec7 domain containing protein  putative
6160,KS17gene_8526a,0.089309555,7.667061776,1.886135851,none
6161,Tb927.4.1670,-0.16961351,3.907402429,1.88532818,cytochrome b5-like Heme/Steroid binding domain containing protein  putative
6162,Tb927.8.6310,0.145534116,4.164311675,1.884129264,chaperone protein DnaJ  putative
6163,Tb427VSG-1224,-1.014352606,-1.378769271,1.88397277,none
6164,Tb927.10.6860,0.09500343,5.561515787,1.883415639,endonuclease v
6165,MSTRG.367,0.453207995,0.196512284,1.883131664,none
6166,Tb927.5.1670,0.10109693,5.091903676,1.88286837,hypothetical protein  conserved
6167,Tb927.8.2810,0.090144834,6.604445836,1.882873232,5'-3' exoribonuclease C
6168,Tb927.4.5200,0.115312462,6.11974011,1.882157834,Nucleoporin NUP62
6169,KS17gene_3220a,0.214407641,3.095257147,1.881677913,none
